exp;video;id;mother track;daughter track(s);metaphase frame - mitosis video;cytokinesis frame - mitosis video;first MT cut frame - mitosis video;second MT cut frame - mitosis video;metaphase frame;cytokinesis frame;first MT cut frame;second MT cut frame;position midbody x;position midbody y;first MT cut time;second MT cut time;;matched cytokinesis frame;matched cut frame;matched position midbody x;matched position midbody y
EXP1;Control-5;12;52;222;8;13;TOO_SHORT_CUT;TOO_SHORT_CUT;176;181;TOO_SHORT_CUT;TOO_SHORT_CUT;725;345;;;;180;188;719;405
EXP1;Control-5;13;8;220;-2;5;TOO_SHORT_CUT;TOO_SHORT_CUT;171;178;TOO_SHORT_CUT;TOO_SHORT_CUT;1482;654;;;;-1;-1;-1;-1
EXP1;Control-5;14;43;205;8;9;TOO_SHORT_CUT;TOO_SHORT_CUT;167;168;TOO_SHORT_CUT;TOO_SHORT_CUT;342;472;;;;166;177;280;578
EXP1;Control-5;15;14;199;8;8;18;24;162;162;172;178;339;487;100;160;;-1;-1;-1;-1
EXP1;Control-5;16;48;197,192;10;12;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;154;156;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;108;243;;;;156;166;81;290
EXP1;Control-5;17;61;191;7;11;19;20;150;154;162;163;338;477;80;90;;154;162;339;471
EXP1;Control-5;18;42;189;-6;5;20;22;142;153;168;170;589;749;150;170;;153;162;524;745
EXP1;Control-5;19;12;188;9;11;TOO_SHORT_CUT;TOO_SHORT_CUT;151;153;TOO_SHORT_CUT;TOO_SHORT_CUT;578;779;;;;-1;-1;-1;-1
EXP1;Control-5;1;2;319;9;12;NEAR_BORDER;NEAR_BORDER;238;241;NEAR_BORDER;NEAR_BORDER;1245;12;;;;241;251;1335;35
EXP1;Control-5;20;110;187;9;11;18;19;151;153;160;161;682;492;70;80;;153;164;667;508
EXP1;Control-5;21;116;185;9;12;TOO_SHORT_CUT;TOO_SHORT_CUT;150;153;TOO_SHORT_CUT;TOO_SHORT_CUT;621;92;;;;152;160;651;113
EXP1;Control-5;22;123;183;7;19;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;140;152;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;-1;-1;;;;-1;-1;-1;-1
EXP1;Control-5;23;38;168;9;12;18;21;142;145;151;154;197;695;60;90;;-1;-1;-1;-1
EXP1;Control-5;24;4;162;7;12;TOO_SHORT_CUT;TOO_SHORT_CUT;135;140;TOO_SHORT_CUT;TOO_SHORT_CUT;1245;301;;;;139;144;1202;290
EXP1;Control-5;25;30;157;9;12;TOO_SHORT_CUT;TOO_SHORT_CUT;133;136;TOO_SHORT_CUT;TOO_SHORT_CUT;190;715;;;;135;142;198;649
EXP1;Control-5;26;46;155;8;11;TOO_SHORT_CUT;TOO_SHORT_CUT;132;135;TOO_SHORT_CUT;TOO_SHORT_CUT;1051;214;;;;135;140;1045;210
EXP1;Control-5;27;10;152;10;12;TOO_SHORT_CUT;TOO_SHORT_CUT;128;130;TOO_SHORT_CUT;TOO_SHORT_CUT;70;583;;;;130;138;101;604
EXP1;Control-5;28;2;130;6;11;21;25;104;109;119;123;1515;101;100;140;;109;119;1496;103
EXP1;Control-5;29;39;127;7;11;27;28;101;105;121;122;1358;529;160;170;;-1;-1;-1;-1
EXP1;Control-5;2;24;292;8;12;TOO_SHORT_CUT;TOO_SHORT_CUT;222;226;TOO_SHORT_CUT;TOO_SHORT_CUT;161;856;;;;226;233;87;932
EXP1;Control-5;30;19;107;9;12;20;22;83;86;94;96;885;803;80;100;;86;98;894;791
EXP1;Control-5;31;20;99;8;12;TOO_SHORT_CUT;TOO_SHORT_CUT;77;81;TOO_SHORT_CUT;TOO_SHORT_CUT;1159;1003;;;;-1;-1;-1;-1
EXP1;Control-5;32;18;86;9;9;21;22;65;65;77;78;1483;911;120;130;;-1;-1;-1;-1
EXP1;Control-5;33;11;80;5;11;21;22;53;59;69;70;1204;435;100;110;;58;70;1212;419
EXP1;Control-5;34;7;70;8;11;23;24;42;45;57;58;728;311;120;130;;45;57;723;306
EXP1;Control-5;35;12;61;9;13;21;23;34;38;46;48;352;577;80;100;;37;46;314;526
EXP1;Control-5;36;15;52;7;12;29;30;20;25;42;43;992;626;170;180;;25;42;1019;576
EXP1;Control-5;37;10;48;8;11;22;23;20;23;34;35;112;459;110;120;;23;35;119;439
EXP1;Control-5;38;4;46;6;11;TOO_SHORT_CUT;TOO_SHORT_CUT;14;19;TOO_SHORT_CUT;TOO_SHORT_CUT;1215;249;;;;17;25;1184;230
EXP1;Control-5;39;9;43;7;10;20;21;14;17;27;28;411;425;100;110;;17;27;371;447
EXP1;Control-5;3;219;271,255;0;6;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;195;201;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;1545;393;;;;-1;-1;-1;-1
EXP1;Control-5;40;14;38;9;12;TOO_SHORT_CUT;TOO_SHORT_CUT;12;15;TOO_SHORT_CUT;TOO_SHORT_CUT;300;663;;;;15;25;288;602
EXP1;Control-5;41;6;35;1;9;25;26;1;9;25;26;397;176;160;170;;-1;-1;-1;-1
EXP1;Control-5;42;17;30;2;3;9;12;2;3;9;12;186;764;60;90;;1;9;166;739
EXP1;Control-5;4;19;269;9;11;TOO_SHORT_CUT;TOO_SHORT_CUT;204;206;TOO_SHORT_CUT;TOO_SHORT_CUT;1017;604;;;;-1;-1;-1;-1
EXP1;Control-5;5;26;259;8;11;TOO_SHORT_CUT;TOO_SHORT_CUT;198;201;TOO_SHORT_CUT;TOO_SHORT_CUT;888;970;;;;201;211;878;1005
EXP1;Control-5;6;183;258;8;12;TOO_SHORT_CUT;TOO_SHORT_CUT;197;201;TOO_SHORT_CUT;TOO_SHORT_CUT;744;804;;;;200;210;753;767
EXP1;Control-5;7;132;247;9;12;18;19;191;194;200;201;1453;983;60;70;;193;207;1393;987
EXP1;Control-5;8;208;246;11;12;NO_CUT_DETECTED;NO_CUT_DETECTED;191;192;NO_CUT_DETECTED;NO_CUT_DETECTED;1452;841;;;;192;201;1460;854
EXP1;Control-5;9;15;237;8;13;NO_CUT_DETECTED;NO_CUT_DETECTED;183;188;NO_CUT_DETECTED;NO_CUT_DETECTED;1056;650;;;;186;197;1035;634
EXP1;Control-6;0;115;233;10;11;22;23;233;234;245;246;1351;206;110;120;;234;246;1352;250
EXP1;Control-6;10;176;190;8;11;TOO_SHORT_CUT;TOO_SHORT_CUT;181;184;TOO_SHORT_CUT;TOO_SHORT_CUT;945;997;;;;183;194;1012;982
EXP1;Control-6;11;79;187;9;11;19;20;180;182;190;191;408;836;80;90;;181;190;430;780
EXP1;Control-6;12;5;186;8;11;20;20;179;182;191;191;677;229;90;90;;182;191;634;198
EXP1;Control-6;13;11;185;9;11;TOO_SHORT_CUT;TOO_SHORT_CUT;179;181;TOO_SHORT_CUT;TOO_SHORT_CUT;783;450;;;;180;189;782;480
EXP1;Control-6;14;133;157;8;13;NEAR_BORDER;NEAR_BORDER;146;151;NEAR_BORDER;NEAR_BORDER;1577;810;;;;-1;-1;-1;-1
EXP1;Control-6;15;1;155;10;12;TOO_SHORT_CUT;TOO_SHORT_CUT;148;150;TOO_SHORT_CUT;TOO_SHORT_CUT;1032;34;;;;150;160;1024;58
EXP1;Control-6;16;49;151;9;13;TOO_SHORT_CUT;TOO_SHORT_CUT;141;145;TOO_SHORT_CUT;TOO_SHORT_CUT;826;10;;;;-1;-1;-1;-1
EXP1;Control-6;17;18;149;9;11;19;20;140;142;150;151;274;861;80;90;;142;151;224;836
EXP1;Control-6;18;8;122;10;12;TOO_SHORT_CUT;TOO_SHORT_CUT;105;107;TOO_SHORT_CUT;TOO_SHORT_CUT;1040;470;;;;106;123;1036;498
EXP1;Control-6;19;13;119;8;11;27;28;101;104;120;121;253;396;160;170;;104;121;250;390
EXP1;Control-6;1;2;232;10;11;TOO_SHORT_CUT;TOO_SHORT_CUT;232;233;TOO_SHORT_CUT;TOO_SHORT_CUT;1335;41;;;;233;245;1294;54
EXP1;Control-6;20;2;115;10;12;24;27;97;99;111;114;1310;113;120;150;;99;113;1322;110
EXP1;Control-6;21;14;113,107;8;11;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;85;88;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;998;929;;;;88;99;1010;830
EXP1;Control-6;22;19;109;8;12;TOO_SHORT_CUT;TOO_SHORT_CUT;87;91;TOO_SHORT_CUT;TOO_SHORT_CUT;545;950;;;;90;101;532;986
EXP1;Control-6;23;6;104;8;11;22;24;84;87;98;100;629;182;110;130;;-1;-1;-1;-1
EXP1;Control-6;24;11;79;8;11;TOO_SHORT_CUT;TOO_SHORT_CUT;67;70;TOO_SHORT_CUT;TOO_SHORT_CUT;558;615;;;;70;81;608;618
EXP1;Control-6;25;5;77,73;7;8;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;63;64;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;621;229;;;;-1;-1;-1;-1
EXP1;Control-6;26;0;76;9;12;22;25;64;67;77;80;49;100;100;130;;66;78;110;92
EXP1;Control-6;27;4;49;9;12;28;29;37;40;56;57;1033;86;160;170;;-1;-1;-1;-1
EXP1;Control-6;28;18;42;10;16;NEAR_BORDER;NEAR_BORDER;28;34;NEAR_BORDER;NEAR_BORDER;36;1098;;;;-1;-1;-1;-1
EXP1;Control-6;29;1;37;5;11;NEAR_BORDER;NEAR_BORDER;21;27;NEAR_BORDER;NEAR_BORDER;854;131;;;;-1;-1;-1;-1
EXP1;Control-6;2;119;223;9;13;TOO_SHORT_CUT;TOO_SHORT_CUT;213;217;TOO_SHORT_CUT;TOO_SHORT_CUT;187;443;;;;216;226;248;414
EXP1;Control-6;3;6;217;10;13;TOO_SHORT_CUT;TOO_SHORT_CUT;208;211;TOO_SHORT_CUT;TOO_SHORT_CUT;476;403;;;;210;217;506;388
EXP1;Control-6;4;20;212;5;11;18;19;198;204;211;212;753;895;70;80;;204;213;744;938
EXP1;Control-6;5;104;211;10;12;20;21;202;204;212;213;300;216;80;90;;204;212;296;206
EXP1;Control-6;6;19;201;9;12;TOO_SHORT_CUT;TOO_SHORT_CUT;194;197;TOO_SHORT_CUT;TOO_SHORT_CUT;595;894;;;;196;207;578;910
EXP1;Control-6;7;107;198;10;12;TOO_SHORT_CUT;TOO_SHORT_CUT;191;193;TOO_SHORT_CUT;TOO_SHORT_CUT;1041;661;;;;-1;-1;-1;-1
EXP1;Control-6;8;76;193;8;11;18;20;184;187;194;196;110;180;70;90;;187;196;138;140
EXP1;Control-6;9;77;192;9;13;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;183;187;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;-1;-1;;;;-1;-1;-1;-1
EXP1;Control-7;0;296;328;9;9;TOO_SHORT_CUT;TOO_SHORT_CUT;235;235;TOO_SHORT_CUT;TOO_SHORT_CUT;904;983;;;;-1;-1;-1;-1
EXP1;Control-7;10;28;297;9;13;NEAR_BORDER;NEAR_BORDER;214;218;NEAR_BORDER;NEAR_BORDER;551;1040;;;;-1;-1;-1;-1
EXP1;Control-7;11;46;291;5;6;TOO_SHORT_CUT;TOO_SHORT_CUT;214;215;TOO_SHORT_CUT;TOO_SHORT_CUT;549;992;;;;-1;-1;-1;-1
EXP1;Control-7;12;283;290;5;6;13;23;214;215;222;232;624;246;70;170;;-1;-1;-1;-1
EXP1;Control-7;13;94;280;4;9;TOO_SHORT_CUT;TOO_SHORT_CUT;202;207;TOO_SHORT_CUT;TOO_SHORT_CUT;1313;546;;;;-1;-1;-1;-1
EXP1;Control-7;14;22;278;6;12;TOO_SHORT_CUT;TOO_SHORT_CUT;197;203;TOO_SHORT_CUT;TOO_SHORT_CUT;403;659;;;;203;211;428;726
EXP1;Control-7;15;10;269;-6;15;NEAR_BORDER;NEAR_BORDER;174;195;NEAR_BORDER;NEAR_BORDER;316;51;;;;-1;-1;-1;-1
EXP1;Control-7;16;249;267;9;12;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;190;193;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;-1;-1;;;;-1;-1;-1;-1
EXP1;Control-7;17;153;264;9;11;19;20;189;191;199;200;545;499;80;90;;-1;-1;-1;-1
EXP1;Control-7;18;118;251;8;11;22;24;175;178;189;191;138;624;110;130;;178;189;156;654
EXP1;Control-7;19;10;234,233;11;13;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;157;159;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;125;145;;;;-1;-1;-1;-1
EXP1;Control-7;1;21;327;3;12;TOO_SHORT_CUT;TOO_SHORT_CUT;226;235;TOO_SHORT_CUT;TOO_SHORT_CUT;547;352;;;;-1;-1;-1;-1
EXP1;Control-7;20;121;230,219;5;11;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;141;147;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;7;370;;;;147;151;24;284
EXP1;Control-7;21;18;228;9;12;26;28;151;154;168;170;1038;631;140;160;;154;170;976;608
EXP1;Control-7;22;80;222;9;20;TOO_SHORT_CUT;TOO_SHORT_CUT;140;151;TOO_SHORT_CUT;TOO_SHORT_CUT;1374;65;;;;-1;-1;-1;-1
EXP1;Control-7;23;19;220,217,212;4;11;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;137;144;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;455;110;;;;-1;-1;-1;-1
EXP1;Control-7;24;73;215;9;12;TOO_SHORT_CUT;TOO_SHORT_CUT;142;145;TOO_SHORT_CUT;TOO_SHORT_CUT;1302;612;;;;-1;-1;-1;-1
EXP1;Control-7;25;68;214;9;12;19;20;142;145;152;153;1200;800;70;80;;144;152;1170;852
EXP1;Control-7;26;137;208,205;6;13;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;131;138;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;-1;-1;;;;-1;-1;-1;-1
EXP1;Control-7;27;51;206;4;11;21;22;131;138;148;149;812;756;100;110;;137;148;818;816
EXP1;Control-7;28;63;196;7;13;TOO_SHORT_CUT;TOO_SHORT_CUT;125;131;TOO_SHORT_CUT;TOO_SHORT_CUT;1285;250;;;;130;140;1204;238
EXP1;Control-7;29;26;185;7;12;TOO_SHORT_CUT;TOO_SHORT_CUT;114;119;TOO_SHORT_CUT;TOO_SHORT_CUT;371;890;;;;119;131;344;896
EXP1;Control-7;2;176;324;10;12;NO_CUT_DETECTED;NO_CUT_DETECTED;232;234;NO_CUT_DETECTED;NO_CUT_DETECTED;729;637;;;;234;252;836;628
EXP1;Control-7;30;21;178;9;12;26;27;111;114;128;129;906;486;140;150;;113;129;970;506
EXP1;Control-7;31;25;159;10;13;22;25;95;98;107;110;983;893;90;120;;-1;-1;-1;-1
EXP1;Control-7;32;22;153;9;11;28;30;90;92;109;111;446;674;170;190;;92;109;438;628
EXP1;Control-7;33;12;150;8;13;24;27;86;91;102;105;586;80;110;140;;90;102;620;38
EXP1;Control-7;34;46;149;7;10;24;25;86;89;103;104;497;837;140;150;;89;104;534;840
EXP1;Control-7;35;28;147;8;11;TOO_SHORT_CUT;TOO_SHORT_CUT;85;88;TOO_SHORT_CUT;TOO_SHORT_CUT;750;1029;;;;88;99;744;958
EXP1;Control-7;36;20;127;10;13;TOO_SHORT_CUT;TOO_SHORT_CUT;70;73;TOO_SHORT_CUT;TOO_SHORT_CUT;163;662;;;;72;82;246;632
EXP1;Control-7;37;27;125,119;9;17;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;58;66;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;1474;959;;;;-1;-1;-1;-1
EXP1;Control-7;38;88;122;9;12;26;28;65;68;82;84;1347;496;140;160;;-1;-1;-1;-1
EXP1;Control-7;39;23;118;9;12;29;30;63;66;83;84;14;561;170;180;;66;83;28;646
EXP1;Control-7;3;147;315,308;9;12;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;222;225;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;832;928;;;;-1;-1;-1;-1
EXP1;Control-7;40;13;107;8;19;TOO_SHORT_CUT;TOO_SHORT_CUT;48;59;TOO_SHORT_CUT;TOO_SHORT_CUT;1556;349;;;;-1;-1;-1;-1
EXP1;Control-7;41;16;94;10;13;35;37;48;51;73;75;1483;346;220;240;;-1;-1;-1;-1
EXP1;Control-7;42;83;88;8;8;NEAR_BORDER;NEAR_BORDER;46;46;NEAR_BORDER;NEAR_BORDER;1496;363;;;;-1;-1;-1;-1
EXP1;Control-7;43;18;73;9;11;26;28;31;33;48;50;1116;572;150;170;;33;54;1122;594
EXP1;Control-7;44;60;68;5;8;TOO_SHORT_CUT;TOO_SHORT_CUT;26;29;TOO_SHORT_CUT;TOO_SHORT_CUT;1207;133;;;;-1;-1;-1;-1
EXP1;Control-7;45;28;51,46;10;12;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;10;12;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;635;959;;;;-1;-1;-1;-1
EXP1;Control-7;46;11;50,41;2;8;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;2;8;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;252;161;;;;6;17;284;222
EXP1;Control-7;47;15;45;8;11;NO_CUT_DETECTED;NO_CUT_DETECTED;8;11;NO_CUT_DETECTED;NO_CUT_DETECTED;1238;292;;;;-1;-1;-1;-1
EXP1;Control-7;48;1;35;1;3;11;14;1;3;11;14;871;77;80;110;;3;12;872;60
EXP1;Control-7;4;246;313,294;-23;3;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;191;217;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;855;115;;;;-1;-1;-1;-1
EXP1;Control-7;5;149;310,298;-1;6;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;213;220;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;555;722;;;;-1;-1;-1;-1
EXP1;Control-7;6;212;307;-1;12;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;211;224;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;-1;-1;;;;-1;-1;-1;-1
EXP1;Control-7;7;159;305,296;10;14;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;214;218;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;879;953;;;;-1;-1;-1;-1
EXP1;Control-7;8;20;303;8;12;TOO_SHORT_CUT;TOO_SHORT_CUT;218;222;TOO_SHORT_CUT;TOO_SHORT_CUT;45;895;;;;-1;-1;-1;-1
EXP1;Control-7;9;11;302;8;13;TOO_SHORT_CUT;TOO_SHORT_CUT;216;221;TOO_SHORT_CUT;TOO_SHORT_CUT;246;491;;;;221;228;246;476
EXP1;Control-8;0;126;281;11;20;TOO_SHORT_CUT;TOO_SHORT_CUT;233;242;TOO_SHORT_CUT;TOO_SHORT_CUT;585;562;;;;-1;-1;-1;-1
EXP1;Control-8;10;64;182;8;11;23;24;158;161;173;174;1033;720;120;130;;161;174;1036;714
EXP1;Control-8;11;81;177;8;11;21;23;156;159;169;171;1120;921;100;120;;159;169;1142;903
EXP1;Control-8;12;11;164;8;12;24;25;145;149;161;162;431;457;120;130;;-1;-1;-1;-1
EXP1;Control-8;13;139;162;9;12;TOO_SHORT_CUT;TOO_SHORT_CUT;145;148;TOO_SHORT_CUT;TOO_SHORT_CUT;1095;1029;;;;147;157;1104;1040
EXP1;Control-8;14;53;157;8;11;20;23;140;143;152;155;1483;653;90;120;;143;154;1490;626
EXP1;Control-8;15;14;146;3;11;23;26;121;129;141;144;1067;416;120;150;;129;140;1058;420
EXP1;Control-8;16;8;144;10;11;21;22;127;128;138;139;1352;98;100;110;;-1;-1;-1;-1
EXP1;Control-8;17;17;138;9;13;TOO_SHORT_CUT;TOO_SHORT_CUT;118;122;TOO_SHORT_CUT;TOO_SHORT_CUT;1364;547;;;;121;133;1258;532
EXP1;Control-8;18;59;137;4;13;NEAR_BORDER;NEAR_BORDER;112;121;NEAR_BORDER;NEAR_BORDER;288;29;;;;-1;-1;-1;-1
EXP1;Control-8;19;33;136;5;14;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;110;119;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;-1;-1;;;;-1;-1;-1;-1
EXP1;Control-8;1;121;273,269;10;15;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;229;234;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;639;454;;;;-1;-1;-1;-1
EXP1;Control-8;20;19;126;9;13;TOO_SHORT_CUT;TOO_SHORT_CUT;104;108;TOO_SHORT_CUT;TOO_SHORT_CUT;670;797;;;;107;119;691;820
EXP1;Control-8;21;13;121;8;11;20;25;102;105;114;119;739;419;90;140;;105;119;714;440
EXP1;Control-8;22;29;115;8;12;25;28;93;97;110;113;349;986;130;160;;96;110;392;1010
EXP1;Control-8;23;22;105;8;11;NO_CUT_DETECTED;NO_CUT_DETECTED;86;89;NO_CUT_DETECTED;NO_CUT_DETECTED;191;893;;;;89;114;201;889
EXP1;Control-8;24;20;94;8;11;27;28;74;77;93;94;1428;693;160;170;;-1;-1;-1;-1
EXP1;Control-8;25;23;92;10;12;TOO_SHORT_CUT;TOO_SHORT_CUT;74;76;TOO_SHORT_CUT;TOO_SHORT_CUT;44;754;;;;-1;-1;-1;-1
EXP1;Control-8;26;16;84;8;12;TOO_SHORT_CUT;TOO_SHORT_CUT;60;64;TOO_SHORT_CUT;TOO_SHORT_CUT;487;632;;;;64;78;466;595
EXP1;Control-8;27;6;71;9;13;NEAR_BORDER;NEAR_BORDER;50;54;NEAR_BORDER;NEAR_BORDER;13;291;;;;-1;-1;-1;-1
EXP1;Control-8;28;25;65,63;6;11;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;42;47;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;805;1068;;;;-1;-1;-1;-1
EXP1;Control-8;29;24;64;8;11;NO_CUT_DETECTED;NO_CUT_DETECTED;46;49;NO_CUT_DETECTED;NO_CUT_DETECTED;971;823;;;;-1;-1;-1;-1
EXP1;Control-8;2;138;270;11;13;TOO_SHORT_CUT;TOO_SHORT_CUT;232;234;TOO_SHORT_CUT;TOO_SHORT_CUT;1145;566;;;;234;244;1174;592
EXP1;Control-8;30;27;53;9;12;24;26;34;37;49;51;1340;728;120;140;;-1;-1;-1;-1
EXP1;Control-8;3;87;264;9;14;NEAR_BORDER;NEAR_BORDER;229;234;NEAR_BORDER;NEAR_BORDER;57;43;;;;232;240;34;22
EXP1;Control-8;4;16;240;9;13;TOO_SHORT_CUT;TOO_SHORT_CUT;215;219;TOO_SHORT_CUT;TOO_SHORT_CUT;561;561;;;;218;229;528;616
EXP1;Control-8;5;23;209;9;12;21;26;188;191;200;205;93;720;90;140;;191;207;90;712
EXP1;Control-8;6;20;208;7;12;22;27;186;191;201;206;1414;615;100;150;;191;201;1376;576
EXP1;Control-8;7;183;202;10;10;NEAR_BORDER;NEAR_BORDER;184;184;NEAR_BORDER;NEAR_BORDER;1483;908;;;;-1;-1;-1;-1
EXP1;Control-8;8;159;185;8;12;22;26;161;165;175;179;551;932;100;140;;165;175;574;882
EXP1;Control-8;9;169;183;10;11;NO_CUT_DETECTED;NO_CUT_DETECTED;161;162;NO_CUT_DETECTED;NO_CUT_DETECTED;1509;848;;;;161;175;1506;868
EXP1;Control-9;0;263;288;8;11;NEAR_BORDER;NEAR_BORDER;240;243;NEAR_BORDER;NEAR_BORDER;339;870;;;;-1;-1;-1;-1
EXP1;Control-9;10;75;207;8;12;NO_CUT_DETECTED;NO_CUT_DETECTED;175;179;NO_CUT_DETECTED;NO_CUT_DETECTED;138;856;;;;-1;-1;-1;-1
EXP1;Control-9;11;98;206,204;7;12;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;173;178;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;126;518;;;;-1;-1;-1;-1
EXP1;Control-9;12;16;186;6;12;34;35;149;155;177;178;664;641;220;230;;154;178;674;630
EXP1;Control-9;13;132;181;10;12;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;143;145;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;-1;-1;;;;-1;-1;-1;-1
EXP1;Control-9;14;5;179;10;17;TOO_SHORT_CUT;TOO_SHORT_CUT;138;145;TOO_SHORT_CUT;TOO_SHORT_CUT;591;317;;;;-1;-1;-1;-1
EXP1;Control-9;15;68;164;10;12;NEAR_BORDER;NEAR_BORDER;126;128;NEAR_BORDER;NEAR_BORDER;1097;0;;;;128;141;1096;0
EXP1;Control-9;16;10;152;7;11;25;27;115;119;133;135;495;370;140;160;;119;133;548;276
EXP1;Control-9;17;19;141;9;11;TOO_SHORT_CUT;TOO_SHORT_CUT;108;110;TOO_SHORT_CUT;TOO_SHORT_CUT;1191;792;;;;110;118;1114;756
EXP1;Control-9;18;23;138;9;11;28;29;103;105;122;123;448;711;170;180;;-1;-1;-1;-1
EXP1;Control-9;19;27;131;9;13;29;30;95;99;115;116;1182;958;160;170;;98;115;1206;1006
EXP1;Control-9;1;243;286,284,282;7;7;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;239;239;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;44;432;;;;-1;-1;-1;-1
EXP1;Control-9;20;17;130;9;12;28;30;96;99;115;117;449;734;160;180;;99;115;421;666
EXP1;Control-9;21;54;129;9;11;NEAR_BORDER;NEAR_BORDER;96;98;NEAR_BORDER;NEAR_BORDER;530;1031;;;;98;115;558;950
EXP1;Control-9;22;120;122;4;5;TOO_SHORT_CUT;TOO_SHORT_CUT;91;92;TOO_SHORT_CUT;TOO_SHORT_CUT;1500;845;;;;92;105;1494;836
EXP1;Control-9;23;12;107;9;13;TOO_SHORT_CUT;TOO_SHORT_CUT;73;77;TOO_SHORT_CUT;TOO_SHORT_CUT;1405;404;;;;76;86;1364;408
