exp;video;id;mother track;daughter track(s);metaphase frame - mitosis video;cytokinesis frame - mitosis video;first MT cut frame - mitosis video;second MT cut frame - mitosis video;metaphase frame;cytokinesis frame;first MT cut frame;second MT cut frame;position midbody x;position midbody y;first MT cut time;second MT cut time;;matched cytokinesis frame;matched cut frame;matched position midbody x;matched position midbody y
EXP3;CEP55-6;20;121;135;6;11;TOO_SHORT_CUT;TOO_SHORT_CUT;104;109;TOO_SHORT_CUT;TOO_SHORT_CUT;1012;634;;;;-1;-1;-1;-1
EXP3;CEP55-6;21;112;121,115;2;2;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;91;91;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;865;721;;;;-1;-1;-1;-1
EXP3;CEP55-6;22;14;113,112;7;10;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;87;90;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;-1;-1;;;;-1;-1;-1;-1
EXP3;CEP55-6;23;12;108,104,103;7;11;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;81;85;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;642;927;;;;-1;-1;-1;-1
EXP3;CEP55-6;24;23;90;8;17;NEAR_BORDER;NEAR_BORDER;65;74;NEAR_BORDER;NEAR_BORDER;1375;1086;;;;-1;-1;-1;-1
EXP3;CEP55-6;25;1;57,56;6;11;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;46;51;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;866;73;;;;-1;-1;-1;-1
EXP3;CEP55-6;26;3;53;7;11;65;78;43;47;101;114;771;326;540;670;;47;102;823;296
EXP3;CEP55-6;27;7;51;8;11;74;78;42;45;108;112;446;483;630;670;;45;116;460;505
EXP3;CEP55-6;28;5;50;3;10;TOO_SHORT_CUT;TOO_SHORT_CUT;38;45;TOO_SHORT_CUT;TOO_SHORT_CUT;286;383;;;;45;76;290;372
EXP3;CEP55-6;29;15;47;7;11;21;23;38;42;52;54;231;811;100;120;;-1;-1;-1;-1
EXP3;CEP55-6;2;135;362;-7;10;TOO_SHORT_CUT;TOO_SHORT_CUT;246;263;TOO_SHORT_CUT;TOO_SHORT_CUT;1299;471;;;;-1;-1;-1;-1
EXP3;CEP55-6;30;0;27;8;8;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;20;20;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;-1;-1;;;;-1;-1;-1;-1
EXP3;CEP55-6;3;159;344;2;15;NEAR_BORDER;NEAR_BORDER;238;251;NEAR_BORDER;NEAR_BORDER;1283;1098;;;;-1;-1;-1;-1
EXP3;CEP55-6;4;11;331;2;12;TOO_SHORT_CUT;TOO_SHORT_CUT;236;246;TOO_SHORT_CUT;TOO_SHORT_CUT;1372;627;;;;-1;-1;-1;-1
EXP3;CEP55-6;5;103;301,295;-5;4;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;212;221;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;-1;-1;;;;-1;-1;-1;-1
EXP3;CEP55-6;6;57;288;4;10;NEAR_BORDER;NEAR_BORDER;213;219;NEAR_BORDER;NEAR_BORDER;982;27;;;;-1;-1;-1;-1
EXP3;CEP55-6;7;5;284;-5;11;TOO_SHORT_CUT;TOO_SHORT_CUT;200;216;TOO_SHORT_CUT;TOO_SHORT_CUT;342;316;;;;216;236;347;294
EXP3;CEP55-6;8;79;261;6;10;NO_CUT_DETECTED;NO_CUT_DETECTED;192;196;NO_CUT_DETECTED;NO_CUT_DETECTED;181;540;;;;-1;-1;-1;-1
EXP3;CEP55-6;9;212;260;7;14;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;189;196;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;-1;-1;;;;-1;-1;-1;-1
EXP3;CEP55-7;0;4;233;5;5;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;265;265;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;-1;-1;;;;-1;-1;-1;-1
EXP3;CEP55-7;10;12;158,157;7;12;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;179;184;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;361;627;;;;-1;-1;-1;-1
EXP3;CEP55-7;11;20;147;6;12;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;168;174;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;-1;-1;;;;-1;-1;-1;-1
EXP3;CEP55-7;12;7;144;7;11;17;NO_CUT_DETECTED;167;171;177;NO_CUT_DETECTED;289;258;60;;;171;186;290;256
EXP3;CEP55-7;13;13;141;7;11;32;33;163;167;188;189;741;869;210;220;;167;188;727;873
EXP3;CEP55-7;14;101;139;8;11;NO_CUT_DETECTED;NO_CUT_DETECTED;159;162;NO_CUT_DETECTED;NO_CUT_DETECTED;1319;1042;;;;162;190;1342;1034
EXP3;CEP55-7;15;14;120;-5;11;NO_CUT_DETECTED;NO_CUT_DETECTED;122;138;NO_CUT_DETECTED;NO_CUT_DETECTED;501;979;;;;-1;-1;-1;-1
EXP3;CEP55-7;16;15;96;6;11;60;91;108;113;162;193;791;1019;490;800;;113;193;782;1000
EXP3;CEP55-7;17;5;85;5;13;TOO_SHORT_CUT;TOO_SHORT_CUT;82;90;TOO_SHORT_CUT;TOO_SHORT_CUT;676;315;;;;88;97;662;300
EXP3;CEP55-7;18;10;80,79;10;11;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;84;85;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;707;524;;;;-1;-1;-1;-1
EXP3;CEP55-7;19;4;78,77;4;9;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;80;85;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;950;156;;;;-1;-1;-1;-1
EXP3;CEP55-7;1;78;229;-26;15;TOO_SHORT_CUT;TOO_SHORT_CUT;220;261;TOO_SHORT_CUT;TOO_SHORT_CUT;820;323;;;;-1;-1;-1;-1
EXP3;CEP55-7;20;13;40;8;11;TOO_SHORT_CUT;TOO_SHORT_CUT;36;39;TOO_SHORT_CUT;TOO_SHORT_CUT;1003;887;;;;39;69;1023;834
EXP3;CEP55-7;21;32;36;2;5;NEAR_BORDER;NEAR_BORDER;29;32;NEAR_BORDER;NEAR_BORDER;1033;984;;;;-1;-1;-1;-1
EXP3;CEP55-7;22;12;20;4;9;15;32;4;9;15;32;445;589;60;230;;-1;-1;-1;-1
EXP3;CEP55-7;2;10;222,221;0;15;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;240;255;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;-1;-1;;;;-1;-1;-1;-1
EXP3;CEP55-7;3;185;217;-7;3;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;242;252;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;-1;-1;;;;-1;-1;-1;-1
EXP3;CEP55-7;4;161;197;4;12;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;223;231;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;-1;-1;;;;-1;-1;-1;-1
EXP3;CEP55-7;5;79;186;4;11;28;32;211;218;235;239;652;496;170;210;;218;249;646;425
EXP3;CEP55-7;6;75;185;6;11;TOO_SHORT_CUT;TOO_SHORT_CUT;213;218;TOO_SHORT_CUT;TOO_SHORT_CUT;813;122;;;;-1;-1;-1;-1
EXP3;CEP55-7;7;66;174;8;11;25;27;200;203;217;219;1458;469;140;160;;203;224;1443;437
EXP3;CEP55-7;8;126;165;9;14;NEAR_BORDER;NEAR_BORDER;185;190;NEAR_BORDER;NEAR_BORDER;435;13;;;;-1;-1;-1;-1
EXP3;CEP55-7;9;131;164;9;20;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;178;189;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;-1;-1;;;;-1;-1;-1;-1
EXP3;CEP55-8;0;176;342;3;3;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;260;260;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;-1;-1;;;;-1;-1;-1;-1
EXP3;CEP55-8;10;75;243;-1;15;TOO_SHORT_CUT;TOO_SHORT_CUT;182;198;TOO_SHORT_CUT;TOO_SHORT_CUT;875;889;;;;-1;-1;-1;-1
EXP3;CEP55-8;11;71;239;0;11;35;45;185;196;220;230;717;862;240;340;;196;231;720;846
EXP3;CEP55-8;12;10;236;5;12;TOO_SHORT_CUT;TOO_SHORT_CUT;186;193;TOO_SHORT_CUT;TOO_SHORT_CUT;1385;943;;;;-1;-1;-1;-1
EXP3;CEP55-8;13;6;231;8;12;19;21;184;188;195;197;140;544;70;90;;188;201;165;560
EXP3;CEP55-8;14;0;229;7;19;TOO_SHORT_CUT;TOO_SHORT_CUT;176;188;TOO_SHORT_CUT;TOO_SHORT_CUT;831;136;;;;-1;-1;-1;-1
EXP3;CEP55-8;15;2;225,215;6;10;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;173;177;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;544;252;;;;177;191;556;224
EXP3;CEP55-8;16;3;154,152,151,150,149;4;14;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;123;133;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;817;489;;;;-1;-1;-1;-1
EXP3;CEP55-8;17;55;140,139;7;13;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;117;123;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;1519;610;;;;-1;-1;-1;-1
EXP3;CEP55-8;18;10;73;-5;11;TOO_SHORT_CUT;TOO_SHORT_CUT;52;68;TOO_SHORT_CUT;TOO_SHORT_CUT;1420;839;;;;68;77;1415;830
EXP3;CEP55-8;19;6;60;7;11;28;32;49;53;70;74;45;545;170;210;;-1;-1;-1;-1
EXP3;CEP55-8;1;85;316;10;12;TOO_SHORT_CUT;TOO_SHORT_CUT;240;242;TOO_SHORT_CUT;TOO_SHORT_CUT;183;133;;;;242;255;180;158
EXP3;CEP55-8;20;48;59,58;9;11;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;50;52;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;780;1098;;;;-1;-1;-1;-1
EXP3;CEP55-8;21;0;50;7;10;NO_CUT_DETECTED;NO_CUT_DETECTED;35;38;NO_CUT_DETECTED;NO_CUT_DETECTED;855;126;;;;38;77;810;90
EXP3;CEP55-8;22;2;46;4;12;36;47;27;35;59;70;560;429;240;350;;-1;-1;-1;-1
EXP3;CEP55-8;23;4;41;7;10;25;27;28;31;46;48;276;531;150;170;;31;47;320;444
EXP3;CEP55-8;24;30;32;2;2;NO_CUT_DETECTED;NO_CUT_DETECTED;22;22;NO_CUT_DETECTED;NO_CUT_DETECTED;1232;662;;;;-1;-1;-1;-1
EXP3;CEP55-8;25;7;30;6;11;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;16;21;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;-1;-1;;;;-1;-1;-1;-1
EXP3;CEP55-8;26;14;23;4;10;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;4;10;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;-1;-1;;;;-1;-1;-1;-1
EXP3;CEP55-8;27;15;21;2;8;NO_CUT_DETECTED;NO_CUT_DETECTED;2;8;NO_CUT_DETECTED;NO_CUT_DETECTED;1524;1091;;;;-1;-1;-1;-1
EXP3;CEP55-8;2;1;311;9;11;24;41;237;239;252;269;37;394;130;300;;-1;-1;-1;-1
EXP3;CEP55-8;3;41;301;5;12;26;NO_CUT_DETECTED;225;232;246;NO_CUT_DETECTED;282;359;140;;;231;272;307;292
EXP3;CEP55-8;4;273;290;3;11;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;216;224;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;-1;-1;;;;-1;-1;-1;-1
EXP3;CEP55-8;5;23;280;6;11;70;71;213;218;277;278;519;943;590;600;;218;278;523;941
EXP3;CEP55-8;6;101;273;9;9;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;214;214;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;-1;-1;;;;-1;-1;-1;-1
EXP3;CEP55-8;7;83;271;6;12;TOO_SHORT_CUT;TOO_SHORT_CUT;207;213;TOO_SHORT_CUT;TOO_SHORT_CUT;66;1029;;;;212;228;60;1015
EXP3;CEP55-8;8;4;263;9;11;27;28;209;211;227;228;234;539;160;170;;211;229;277;516
EXP3;CEP55-8;9;60;253;-1;11;NEAR_BORDER;NEAR_BORDER;191;203;NEAR_BORDER;NEAR_BORDER;14;402;;;;203;223;30;400
EXP3;CEP55-9;0;150;248;8;12;TOO_SHORT_CUT;TOO_SHORT_CUT;267;271;TOO_SHORT_CUT;TOO_SHORT_CUT;111;763;;;;-1;-1;-1;-1
EXP3;CEP55-9;10;2;133;-1;11;TOO_SHORT_CUT;TOO_SHORT_CUT;143;155;TOO_SHORT_CUT;TOO_SHORT_CUT;1555;62;;;;155;254;1556;55
EXP3;CEP55-9;11;12;117;-6;11;69;103;114;131;189;223;727;972;580;920;;131;228;690;970
EXP3;CEP55-9;12;37;111;-1;13;NEAR_BORDER;NEAR_BORDER;110;124;NEAR_BORDER;NEAR_BORDER;573;1073;;;;-1;-1;-1;-1
EXP3;CEP55-9;13;1;81,79;-2;13;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;71;86;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;793;330;;;;-1;-1;-1;-1
EXP3;CEP55-9;14;23;77;6;12;31;34;76;82;101;104;1378;369;190;220;;82;107;1380;370
EXP3;CEP55-9;15;7;73,68,65;6;11;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;61;66;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;736;343;;;;-1;-1;-1;-1
EXP3;CEP55-9;16;49;71;-6;10;55;70;55;71;116;131;1250;670;450;600;;-1;-1;-1;-1
EXP3;CEP55-9;17;11;63;7;11;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;60;64;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;-1;-1;;;;-1;-1;-1;-1
EXP3;CEP55-9;18;9;61;9;12;33;34;56;59;80;81;766;681;210;220;;-1;-1;-1;-1
EXP3;CEP55-9;19;14;60;5;13;TOO_SHORT_CUT;TOO_SHORT_CUT;49;57;TOO_SHORT_CUT;TOO_SHORT_CUT;945;1014;;;;-1;-1;-1;-1
EXP3;CEP55-9;1;85;222,22;11;18;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;229;236;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;1387;46;;;;-1;-1;-1;-1
EXP3;CEP55-9;20;8;57,56;8;14;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;48;54;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;993;737;;;;-1;-1;-1;-1
EXP3;CEP55-9;2;31;188;6;11;TOO_SHORT_CUT;TOO_SHORT_CUT;201;206;TOO_SHORT_CUT;TOO_SHORT_CUT;1133;69;;;;206;228;1116;96
EXP3;CEP55-9;3;9;183,176;9;11;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;190;192;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;512;568;;;;192;218;595;566
EXP3;CEP55-9;4;7;181;11;15;26;28;191;195;206;208;717;354;110;130;;-1;-1;-1;-1
EXP3;CEP55-9;5;152;175;9;11;TOO_SHORT_CUT;TOO_SHORT_CUT;190;192;TOO_SHORT_CUT;TOO_SHORT_CUT;719;430;;;;-1;-1;-1;-1
EXP3;CEP55-9;6;61;167;7;11;TOO_SHORT_CUT;TOO_SHORT_CUT;183;187;TOO_SHORT_CUT;TOO_SHORT_CUT;758;756;;;;187;225;746;720
EXP3;CEP55-9;7;56;165;10;12;TOO_SHORT_CUT;TOO_SHORT_CUT;182;184;TOO_SHORT_CUT;TOO_SHORT_CUT;1144;765;;;;184;216;1147;775
EXP3;CEP55-9;8;63;163;9;12;39;43;178;181;208;212;927;778;270;310;;181;225;920;705
EXP3;CEP55-9;9;124;147;3;20;NO_CUT_DETECTED;NO_CUT_DETECTED;150;167;NO_CUT_DETECTED;NO_CUT_DETECTED;16;572;;;;-1;-1;-1;-1
EXP3;Control-10;0;3;329,325;-81;3;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;183;267;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;-1;-1;;;;-1;-1;-1;-1
EXP3;Control-10;10;206;209;2;4;TOO_SHORT_CUT;TOO_SHORT_CUT;181;183;TOO_SHORT_CUT;TOO_SHORT_CUT;338;726;;;;-1;-1;-1;-1
EXP3;Control-10;11;74;164;8;11;22;24;144;147;158;160;1354;1029;110;130;;-1;-1;-1;-1
EXP3;Control-10;12;10;124;8;12;28;28;116;120;136;136;1336;603;160;160;;-1;-1;-1;-1
EXP3;Control-10;13;29;106;10;11;22;22;102;103;114;114;1390;316;110;110;;104;114;1377;312
EXP3;Control-10;14;1;105;9;12;22;23;98;101;111;112;510;170;100;110;;101;112;535;198
EXP3;Control-10;15;52;99;11;13;TOO_SHORT_CUT;TOO_SHORT_CUT;92;94;TOO_SHORT_CUT;TOO_SHORT_CUT;1343;1017;;;;-1;-1;-1;-1
EXP3;Control-10;16;8;97;9;12;23;24;90;93;104;105;1307;671;110;120;;93;106;1300;670
EXP3;Control-10;17;13;74;9;12;27;28;71;74;89;90;1184;920;150;160;;74;89;1145;920
EXP3;Control-10;18;6;73;2;13;TOO_SHORT_CUT;TOO_SHORT_CUT;63;74;TOO_SHORT_CUT;TOO_SHORT_CUT;615;681;;;;73;84;614;684
EXP3;Control-10;19;5;65;-1;11;20;22;53;65;74;76;461;508;90;110;;65;75;450;500
EXP3;Control-10;1;112;306;5;12;20;25;251;258;266;271;1319;803;80;130;;257;266;1296;807
EXP3;Control-10;20;3;62;2;11;22;23;51;60;71;72;125;462;110;120;;60;72;113;465
EXP3;Control-10;21;20;59;7;11;NO_CUT_DETECTED;NO_CUT_DETECTED;52;56;NO_CUT_DETECTED;NO_CUT_DETECTED;176;823;;;;55;72;80;893
EXP3;Control-10;22;15;55;7;11;28;30;46;50;67;69;266;845;170;190;;49;68;282;900
EXP3;Control-10;23;4;46;9;11;28;30;36;38;55;57;992;359;170;190;;38;55;994;405
EXP3;Control-10;24;7;44;8;12;28;32;32;36;52;56;856;754;160;200;;-1;-1;-1;-1
EXP3;Control-10;2;115;303;3;11;18;19;247;255;262;263;1231;678;70;80;;255;262;1230;668
EXP3;Control-10;3;276;298;5;15;TOO_SHORT_CUT;TOO_SHORT_CUT;242;252;TOO_SHORT_CUT;TOO_SHORT_CUT;234;152;;;;-1;-1;-1;-1
EXP3;Control-10;4;1;270;11;12;20;22;231;232;240;242;523;178;80;100;;231;241;520;190
EXP3;Control-10;5;6;267;10;16;TOO_SHORT_CUT;TOO_SHORT_CUT;225;231;TOO_SHORT_CUT;TOO_SHORT_CUT;370;249;;;;-1;-1;-1;-1
EXP3;Control-10;6;219;256;5;12;TOO_SHORT_CUT;TOO_SHORT_CUT;214;221;TOO_SHORT_CUT;TOO_SHORT_CUT;684;80;;;;221;231;765;80
EXP3;Control-10;7;79;236;9;12;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;200;203;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;-1;-1;;;;-1;-1;-1;-1
EXP3;Control-10;8;93;234;5;13;NEAR_BORDER;NEAR_BORDER;193;201;NEAR_BORDER;NEAR_BORDER;268;1078;;;;-1;-1;-1;-1
EXP3;Control-10;9;209;228,223;2;13;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;184;195;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;379;699;;;;-1;-1;-1;-1
EXP3;Control-1;0;16;243,241;10;10;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;228;228;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;263;724;;;;230;241;246;686
EXP3;Control-1;10;19;178;8;11;22;24;171;174;185;187;1344;987;110;130;;175;186;1344;1005
EXP3;Control-1;11;21;173;7;11;21;24;165;169;179;182;1288;205;100;130;;170;180;1244;218
EXP3;Control-1;12;10;167;4;12;TOO_SHORT_CUT;TOO_SHORT_CUT;158;166;TOO_SHORT_CUT;TOO_SHORT_CUT;738;457;;;;166;177;723;451
EXP3;Control-1;13;8;165;7;11;TOO_SHORT_CUT;TOO_SHORT_CUT;160;164;TOO_SHORT_CUT;TOO_SHORT_CUT;844;358;;;;-1;-1;-1;-1
EXP3;Control-1;14;36;149;8;12;TOO_SHORT_CUT;TOO_SHORT_CUT;145;149;TOO_SHORT_CUT;TOO_SHORT_CUT;209;1025;;;;-1;-1;-1;-1
EXP3;Control-1;15;14;146;7;11;21;22;143;147;157;158;1156;564;100;110;;147;159;1137;526
EXP3;Control-1;16;115;132;9;11;19;22;131;133;141;144;735;832;80;110;;-1;-1;-1;-1
EXP3;Control-1;17;13;124;8;11;25;26;125;128;142;143;640;846;140;150;;-1;-1;-1;-1
EXP3;Control-1;18;96;101;4;6;12;17;108;110;116;121;116;506;60;110;;111;121;133;495
EXP3;Control-1;19;0;78;9;12;NO_CUT_DETECTED;NO_CUT_DETECTED;87;90;NO_CUT_DETECTED;NO_CUT_DETECTED;72;33;;;;90;115;45;77
EXP3;Control-1;1;208;242;11;19;TOO_SHORT_CUT;TOO_SHORT_CUT;221;229;TOO_SHORT_CUT;TOO_SHORT_CUT;343;154;;;;-1;-1;-1;-1
EXP3;Control-1;20;16;72;7;12;TOO_SHORT_CUT;TOO_SHORT_CUT;73;78;TOO_SHORT_CUT;TOO_SHORT_CUT;189;690;;;;78;89;189;690
EXP3;Control-1;21;9;71;9;12;23;25;75;78;89;91;411;493;110;130;;78;91;411;494
EXP3;Control-1;22;18;56;8;11;23;23;52;55;67;67;421;882;120;120;;55;67;421;883
EXP3;Control-1;23;12;55;7;11;TOO_SHORT_CUT;TOO_SHORT_CUT;51;55;TOO_SHORT_CUT;TOO_SHORT_CUT;687;587;;;;-1;-1;-1;-1
EXP3;Control-1;24;5;45;6;10;25;27;30;34;49;51;1298;456;150;170;;35;49;1292;454
EXP3;Control-1;25;8;21;1;2;17;18;1;2;17;18;1061;272;150;160;;3;19;1068;301
EXP3;Control-1;2;71;227;9;12;TOO_SHORT_CUT;TOO_SHORT_CUT;214;217;TOO_SHORT_CUT;TOO_SHORT_CUT;408;658;;;;217;226;435;634
EXP3;Control-1;3;158;222,217;10;11;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;210;211;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;255;141;;;;213;224;146;197
EXP3;Control-1;4;195;216,211,208,204;0;8;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;194;202;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;416;354;;;;-1;-1;-1;-1
EXP3;Control-1;5;132;206;9;12;TOO_SHORT_CUT;TOO_SHORT_CUT;199;202;TOO_SHORT_CUT;TOO_SHORT_CUT;881;794;;;;202;213;867;723
EXP3;Control-1;6;18;199;10;12;TOO_SHORT_CUT;TOO_SHORT_CUT;193;195;TOO_SHORT_CUT;TOO_SHORT_CUT;288;1013;;;;-1;-1;-1;-1
EXP3;Control-1;7;1;195;-57;15;TOO_SHORT_CUT;TOO_SHORT_CUT;118;190;TOO_SHORT_CUT;TOO_SHORT_CUT;267;224;;;;-1;-1;-1;-1
EXP3;Control-1;8;45;187,175;7;12;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;167;172;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;1491;503;;;;172;184;1503;496
EXP3;Control-1;9;55;184;8;11;18;18;175;178;185;185;618;757;70;70;;178;185;620;768
EXP3;Control-2;0;25;332;7;12;TOO_SHORT_CUT;TOO_SHORT_CUT;262;267;TOO_SHORT_CUT;TOO_SHORT_CUT;59;866;;;;267;280;57;866
EXP3;Control-2;10;2;188;9;12;29;30;171;174;191;192;1350;100;170;180;;175;192;1355;127
EXP3;Control-2;11;77;185;9;12;26;27;170;173;187;188;943;305;140;150;;-1;-1;-1;-1
EXP3;Control-2;12;29;182;10;12;22;25;169;171;181;184;1441;480;100;130;;171;183;1441;480
EXP3;Control-2;13;6;175;8;11;21;22;162;165;175;176;873;275;100;110;;166;176;949;307
EXP3;Control-2;14;4;171;7;11;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;155;159;NO_MID_BODY_DETECTED;NO_MID_BODY_DETECTED;-1;-1;;;;-1;-1;-1;-1
EXP3;Control-2;15;11;169;8;19;32;41;147;158;171;180;633;240;130;220;;159;172;633;242
EXP3;Control-2;16;22;167,165,154,153;-2;11;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;131;144;MORE_THAN_TWO_DAUGHTER_TRACKS;MORE_THAN_TWO_DAUGHTER_TRACKS;494;1025;;;;-1;-1;-1;-1
EXP3;Control-2;17;9;162;8;11;23;24;147;150;162;163;1049;403;120;130;;150;163;1090;455
EXP3;Control-2;18;8;156;10;12;22;26;143;145;155;159;617;501;100;140;;145;157;669;545
EXP3;Control-2;19;10;152;7;11;21;24;138;142;152;155;1169;682;100;130;;142;153;1188;651
EXP3;Control-2;1;13;331;3;12;TOO_SHORT_CUT;TOO_SHORT_CUT;258;267;TOO_SHORT_CUT;TOO_SHORT_CUT;373;579;;;;267;280;374;580
